"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"337511"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"309179"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"4332078"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"306545"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"275592"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"344798"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"181466"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"4468465"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"177423"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"178183"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"177228"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"4364747"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"347572"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"197329"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"309127"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"302932"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Clostridiaceae"	"unclassified"	"unclassified"
"289817"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"592156"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"330208"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"328828"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"296717"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"290559"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"272425"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"1731695"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"441934"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"619919"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"168625"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4377149"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"3973322"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"233881"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"289867"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"566434"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"287506"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"292643"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"300646"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"320289"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"305293"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4343842"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"302525"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"801844"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"325786"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"831922"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"300809"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"304460"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"292758"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"3308041"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"318194"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"344823"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"668257"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"360890"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"463007"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4358322"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"147678"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"827702"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"562900"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"700540"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"186259"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"3105526"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"109703"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4390863"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"799443"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"317515"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"334145"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"287808"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"297963"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"270638"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4313073"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"148842"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"295977"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"333272"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4476773"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"304883"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"305545"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"99661"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"301715"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4406817"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4453903"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"314990"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"321440"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"512178"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"572130"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4101782"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"186606"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"193797"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"194792"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"183201"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"181059"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"337403"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"322571"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"174361"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"273994"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"173876"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"188315"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"188861"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"582123"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"178712"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"330256"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"294568"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"354515"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"318131"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"295070"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"177902"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"256619"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"725212"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4318212"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"305522"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"351027"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"354882"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"300300"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"299673"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"176062"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"295835"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"183626"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"333886"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"344512"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"173927"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"197233"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"112771"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"289841"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"331014"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"798164"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"33984"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"1129180"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"346374"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"274406"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"261542"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"295824"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"353336"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"543509"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"175323"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"219959"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4301511"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"181187"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"191783"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"191842"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"303724"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"198118"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"184651"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"693613"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"192741"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"320725"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4388316"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"305261"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"327672"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"510750"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"789561"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"317004"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"298408"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"288138"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"174033"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"198331"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"295527"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"195998"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"365297"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"584107"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"537219"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"277425"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"552988"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"177039"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"298178"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"662852"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"522927"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"339530"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"295427"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"305187"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"336836"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"110829"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"319896"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"359509"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"361679"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"368025"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"218710"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"540079"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"362955"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"3724439"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"369994"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"560873"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"320121"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"105409"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"332266"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"313089"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"185558"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"314605"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"305924"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"349145"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"316758"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"180585"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"181702"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"349123"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"4402903"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"578754"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"195035"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"184249"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"191738"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"110462"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"176555"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"unclassified"	"unclassified"	"unclassified"
"162005"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"1105687"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"1737536"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"372146"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"278667"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"439880"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"113111"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"190658"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"307608"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"446135"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"324326"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"278609"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"274083"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"366143"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"838685"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"240271"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"302641"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"333768"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"228787"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"178852"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"533847"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"292962"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"461795"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"420168"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"1112762"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"95502"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"278758"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"191445"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"4420206"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"2318202"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
"367176"	"Bacteria"	"Firmicutes"	"Clostridia"	"Clostridiales"	"Ruminococcaceae"	"Oscillospira"	"unclassified"
